sample_id,Staphylococcus_epidermidis,Streptococcus_oralis,Corynebacterium_striatum,Cutibacterium_acnes,Rothia_dentocariosa,Neisseria_sicca,Micrococcus_luteus,Streptococcus_mitis,Haemophilus_parainfluenzae,Lactobacillus_gasseri,Clostridium_perfringens,Clostridium_difficile,Bacteroides_fragilis,Parvimonas_micra,Peptostreptococcus_anaerobius,Escherichia_coli,Klebsiella_pneumoniae,Proteus_mirabilis,Morganella_morganii,Enterococcus_faecalis,Wohlfahrtiimonas_chitiniclastica,Ignatzschineria_larvae,Fusobacterium_nucleatum,Prevotella_melaninogenica,Acinetobacter_baumannii,Pseudomonas_fluorescens,Pseudomonas_putida,Bacillus_subtilis,Bacillus_cereus,Flavobacterium_succinicans,Sphingobacterium_multivorum,Chryseobacterium_gleum,Streptomyces_albus,Nocardia_asteroides,Planococcus_halocryophilus,Pedobacter_heparinus,Cellulomonas_flavigena,Arthrobacter_globiformis,Burkholderia_cepacia,Rhizobium_radiobacter,Brevibacterium_casei,Corynebacterium_jeikeium,Streptococcus_constellatus,Propionibacterium_avidum,Serratia_marcescens,Staphylococcus_aureus,Treponema_denticola,Campylobacter_rectus,Filifactor_alocis,Prevotella_intermedia
SAMP_0110,1821,2352,2243,1882,1073,748,687,1227,582,615,937,399,146,148,168,793,309,81,115,222,83,146,208,175,40,9,8,15,12,0,1,1,1,0,0,1,0,2,1,0,1128,1118,899,693,0,0,0,0,0,0
SAMP_0111,1328,882,1740,1129,484,264,453,440,166,457,4385,1817,1620,1476,1184,3109,1564,779,702,1283,385,844,1748,2011,67,21,12,66,39,14,7,4,2,0,5,2,0,3,11,0,1395,1592,1224,874,0,0,0,0,0,0
SAMP_0112,3027,2084,2774,1485,885,542,1143,1123,229,313,1227,1033,401,327,564,1417,717,239,265,778,195,372,819,498,41,21,7,15,13,5,6,1,1,0,2,2,0,2,2,0,885,1518,494,384,0,0,0,0,38,0
SAMP_0113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2810,1760,2054,1312,1788,1454,1542,1386,2105,1251,1476,1411,623,1195,1360,861,914,1012,369,689,0,0,0,0,0,0
SAMP_0114,0,0,0,0,0,0,0,0,0,0,7,73,26,0,4,0,0,78,84,6,875,377,0,0,3865,2997,2241,2369,1447,1608,1608,829,819,477,599,1490,192,495,496,126,764,1689,823,705,0,0,0,0,0,0
SAMP_0115,4,0,7,2,1,1,2,1,0,0,1585,2313,3199,871,2239,664,586,1453,1495,2376,2431,3254,128,398,953,879,269,654,802,137,87,78,45,25,47,126,10,40,67,8,971,1106,1114,1105,0,0,0,0,0,0
SAMP_0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2083,1807,1899,934,995,1030,1161,1356,947,803,540,1449,423,786,609,446,349,476,333,535,0,0,0,0,0,0
SAMP_0117,0,0,0,0,0,0,0,0,0,0,26,190,142,0,14,6,1,112,372,24,931,726,0,0,4103,1659,1983,1117,1581,838,491,337,338,137,276,913,86,314,976,70,829,1255,666,844,0,0,0,0,0,0
SAMP_0118,2681,2132,1915,2591,656,401,1397,882,324,600,1941,899,565,424,210,1256,861,291,268,777,92,499,930,440,34,11,16,26,15,5,3,1,1,0,1,3,0,2,4,0,1531,1839,872,857,0,0,0,0,0,0
SAMP_0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,3716,1804,2819,1913,1872,2590,1481,3130,1408,1786,1435,890,1657,1274,1062,488,662,751,614,0,0,0,0,0,0
SAMP_0120,7,5,20,11,0,1,1,1,0,1,1897,3148,2290,1438,951,1562,1835,2775,1289,1798,1733,2723,291,826,916,393,234,360,381,94,91,33,26,11,45,59,11,24,65,6,1195,994,886,1047,0,0,0,0,0,0
SAMP_0121,0,0,0,0,0,0,0,0,0,0,224,524,564,51,251,79,28,868,687,312,1144,1976,1,30,2123,987,955,701,922,359,177,127,105,53,128,294,19,62,179,8,829,724,660,555,0,0,0,0,0,0
SAMP_0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,14,0,0,1720,1689,1699,879,995,1334,723,649,707,777,616,692,443,933,884,251,515,375,394,396,0,0,0,0,0,0
SAMP_0123,2666,1756,2168,1558,879,453,1161,655,205,258,3772,2152,1360,2026,1316,2824,1360,1435,766,2579,608,420,2418,1851,122,41,27,30,50,5,12,6,4,2,3,6,0,1,15,0,1628,1667,970,1843,0,0,0,0,0,0
SAMP_0124,2421,3779,2745,1937,1310,761,1766,1539,697,662,1186,599,233,252,273,923,191,166,164,397,129,172,210,358,29,16,6,16,18,5,0,2,1,0,2,2,0,0,3,0,806,1215,1038,566,0,0,0,0,0,0
SAMP_0125,2025,964,1686,721,740,418,646,485,350,344,1527,347,428,168,198,769,255,227,217,437,85,192,262,193,22,10,11,19,14,3,2,1,0,3,2,2,0,0,0,0,619,721,477,505,0,0,0,0,0,0
SAMP_0126,158,88,571,263,19,26,48,61,20,17,5661,2260,3713,2613,1186,3504,1927,2500,768,2322,1150,1558,2106,2296,339,67,72,72,140,21,13,3,1,1,6,9,3,9,16,1,736,407,832,546,0,0,0,42,0,0
SAMP_0127,0,0,0,0,0,0,0,0,0,0,5,93,34,3,6,3,0,33,94,6,455,343,0,0,703,632,498,835,682,321,202,122,129,85,103,153,36,63,248,21,332,363,157,185,0,0,0,0,0,24
SAMP_0128,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,8,0,51,27,0,0,4225,2323,962,2010,2273,1679,785,1221,1214,489,743,1008,543,1219,543,328,595,447,737,574,0,0,0,0,0,0
SAMP_0129,2937,1810,1269,1255,618,685,912,603,501,730,420,301,64,33,75,310,93,60,63,157,47,82,62,49,19,1,2,4,10,2,0,0,1,0,1,2,0,1,1,0,636,572,712,578,0,0,0,0,0,0
SAMP_0130,9,5,31,2,1,0,5,0,0,2,1445,1460,1533,940,730,898,511,1081,558,974,1100,1086,244,335,128,51,33,65,123,14,12,5,5,4,4,24,1,4,16,0,403,439,482,398,0,0,0,0,0,0
SAMP_0131,341,154,549,337,61,54,133,75,21,67,5254,4457,2469,2304,1410,4049,1752,1748,2166,2791,1412,2102,2423,2127,168,80,44,76,140,11,5,6,6,2,11,11,0,4,16,2,1546,1594,619,580,0,0,0,30,0,0
SAMP_0132,2347,1220,2401,889,294,206,892,564,133,434,2724,804,892,750,1076,1292,1631,680,438,1811,360,339,1420,1034,64,32,8,21,41,13,1,0,2,1,2,4,0,2,1,1,831,808,660,785,0,0,0,76,0,0
SAMP_0133,1886,1150,1113,877,939,322,858,639,371,304,970,648,266,303,461,700,347,227,100,383,103,173,243,235,6,2,6,12,17,4,1,1,1,0,0,2,0,0,1,0,649,639,593,353,0,0,0,0,0,0
SAMP_0134,1293,608,1778,742,231,138,301,197,81,127,10342,5829,4764,2218,1943,6652,2829,3668,2448,5589,1830,1588,4571,1788,222,111,37,121,135,21,28,9,10,2,3,19,1,5,18,1,2523,2245,2085,1170,0,0,0,0,0,0
SAMP_0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683,1336,1317,1045,1477,850,973,1043,1109,885,751,657,606,569,449,545,350,427,445,224,0,15,43,0,0,0
SAMP_0136,361,142,545,298,31,38,91,73,26,41,2826,1711,1765,825,1271,1864,1694,1225,1213,1063,455,819,2010,1403,75,41,17,46,84,18,3,3,2,1,6,9,0,3,6,0,911,1200,448,469,0,0,0,0,0,0
SAMP_0137,55,23,62,77,11,3,19,13,5,3,1692,1531,1199,884,532,1263,1059,744,778,1413,377,817,536,432,134,28,13,60,60,5,8,4,7,2,2,14,0,2,9,1,625,390,311,305,0,0,0,0,0,0
SAMP_0138,3,2,8,2,0,0,0,0,0,1,2378,5540,7258,1223,1734,732,665,5671,6827,4551,8157,10288,129,876,4168,1532,1293,1821,1784,544,324,208,137,78,138,353,39,100,346,17,2812,2491,2776,1535,0,0,0,0,0,0
SAMP_0139,202,130,623,310,37,28,84,46,6,41,1804,1548,1276,587,628,1223,936,670,521,880,239,711,978,784,64,21,28,42,42,4,3,3,1,1,0,7,1,0,2,1,600,333,632,313,0,0,0,0,0,0
SAMP_0140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,1360,1423,700,685,392,880,722,957,901,573,450,424,672,524,535,453,233,430,239,0,0,0,0,0,0
SAMP_0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,1724,2894,1789,1015,1008,1299,1349,1230,1766,1071,1011,674,1104,484,702,432,814,317,423,0,0,0,0,0,0
SAMP_0142,3891,2665,4207,3014,974,368,1244,838,233,591,8975,2803,1263,1387,1055,3335,958,580,1255,2237,656,1028,2304,1397,159,63,26,41,72,15,4,1,0,3,2,3,0,1,10,1,1582,2133,1771,1394,0,0,0,0,0,0
SAMP_0143,34,26,59,45,5,3,14,10,0,5,1305,904,720,777,981,541,896,303,497,945,491,540,368,649,78,53,18,37,43,9,9,0,2,0,4,7,0,1,4,0,303,334,260,210,0,0,0,0,0,11
SAMP_0144,341,208,661,313,59,62,119,97,20,67,2022,714,945,638,625,829,688,659,608,703,253,601,784,408,61,16,16,21,25,4,1,2,1,0,0,6,1,0,2,1,431,399,263,461,65,0,0,0,0,0
SAMP_0145,28,20,64,37,5,4,16,16,3,6,126,71,38,48,36,43,71,36,25,53,22,21,31,41,4,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,29,27,20,18,0,0,0,0,0,0
SAMP_0146,752,1232,1253,1315,1036,535,645,1094,368,283,495,222,91,46,74,216,103,38,81,198,69,53,76,43,16,1,8,0,3,0,0,0,0,1,0,0,0,0,0,0,474,605,402,280,0,0,0,0,0,0
SAMP_0147,8,9,14,13,1,1,1,1,0,0,4252,3353,3316,1683,1617,1993,951,3260,2651,3071,2835,2870,259,822,818,401,180,402,473,122,37,42,36,24,40,62,15,46,118,6,1316,1803,853,557,0,0,0,0,0,0
SAMP_0148,37,19,99,45,9,6,9,14,1,9,3296,1753,2147,1289,677,875,1032,933,364,2401,1222,1208,520,930,134,83,39,74,87,15,11,16,5,2,5,7,0,5,16,0,672,618,491,396,0,0,0,0,0,0
SAMP_0149,3410,2638,2625,1830,865,1062,1307,464,426,747,732,296,171,122,123,604,134,170,111,269,57,167,164,91,33,8,0,12,5,2,1,0,0,0,1,0,0,0,1,1,741,1454,464,569,0,0,0,0,0,0
SAMP_0150,520,490,1046,786,103,115,239,222,63,136,2613,726,468,710,452,1162,951,340,386,794,312,501,548,811,72,16,13,15,29,3,6,0,1,0,1,1,0,0,3,0,673,493,498,416,0,0,0,0,0,0
SAMP_0151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,11,0,0,2623,1625,1731,1111,1243,1345,843,910,901,719,680,674,319,791,616,337,540,437,301,498,0,0,0,0,0,0
SAMP_0152,1170,1034,1255,1469,530,265,338,561,199,296,1983,993,478,658,528,795,542,445,171,437,168,225,462,599,23,13,2,13,17,1,1,0,1,0,1,1,0,0,2,0,461,529,661,420,0,0,0,0,0,0
SAMP_0153,3516,2158,2286,2305,1071,730,1602,1749,448,764,3212,1710,581,463,431,2018,480,231,219,581,219,452,596,383,34,22,8,36,14,3,1,1,1,0,4,3,0,0,1,0,1225,752,1037,893,0,0,0,0,0,0
SAMP_0154,51,23,134,66,15,12,20,19,3,10,4984,2575,4984,1719,1447,2212,3022,2305,997,3100,1231,2425,937,1812,312,77,52,133,195,37,16,10,8,2,5,20,1,6,28,0,1230,672,487,560,102,48,0,0,0,0
SAMP_0155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5903,4097,4603,1860,2156,3321,4303,1820,2280,2068,968,2043,724,2176,1856,1407,1081,786,1192,774,0,0,0,0,0,0
SAMP_0156,1207,736,1342,1063,331,198,398,222,74,216,3250,1280,489,1167,633,1590,706,345,330,1389,330,311,1280,754,40,23,10,22,28,3,3,0,1,0,3,2,0,1,4,0,938,1039,498,784,0,0,0,0,0,0
SAMP_0157,0,1,1,0,0,0,0,0,0,0,596,1242,1797,149,248,140,94,1196,822,409,1862,2746,7,60,1103,501,810,859,571,164,200,95,69,14,92,207,19,46,180,8,932,662,580,379,0,0,0,0,0,0
SAMP_0158,0,0,0,0,0,0,0,0,0,0,63,238,243,3,38,19,3,253,329,88,1139,1215,0,3,2547,970,954,1375,1455,460,556,188,269,112,195,236,84,133,474,24,708,950,620,883,0,0,0,0,0,0
SAMP_0159,737,549,1094,508,223,161,162,185,48,181,978,478,369,324,326,652,337,223,199,396,170,94,540,426,22,3,7,6,8,7,1,4,0,1,0,4,0,0,0,1,403,386,404,208,0,0,0,0,0,0
SAMP_0160,0,0,0,0,1,0,0,0,0,0,268,505,543,51,178,86,41,323,979,210,1215,1296,1,44,588,478,360,462,911,72,99,57,36,25,87,56,10,42,121,3,331,471,302,324,0,0,0,0,0,0
SAMP_0161,293,91,450,201,48,33,86,30,13,48,2422,2331,1808,1368,1338,1392,1230,683,814,2293,933,956,814,818,130,26,19,39,49,14,8,5,1,3,2,3,0,2,1,0,857,462,656,406,0,0,0,0,0,0
SAMP_0162,2,0,4,0,0,0,1,0,0,0,1510,1435,1845,480,564,405,323,2398,1628,1287,2005,3796,81,176,1330,585,381,572,867,152,84,55,61,20,44,114,6,33,109,9,733,817,632,676,0,66,0,0,0,0
SAMP_0163,7,3,7,8,1,0,2,0,0,1,1734,1850,1858,688,731,776,917,1173,1522,1748,768,1623,169,552,380,133,81,143,174,40,20,10,17,6,7,22,4,9,27,0,301,733,251,293,0,0,0,0,0,0
SAMP_0164,3,2,12,9,2,3,2,1,0,2,1841,2185,3559,705,1435,907,477,1065,1215,1622,1240,2302,233,625,592,159,106,252,378,59,46,14,6,11,27,30,2,13,38,0,853,929,480,571,0,0,0,0,0,0
SAMP_0165,9510,5130,7027,6318,2457,2083,2569,2950,1268,2087,3171,1567,371,358,448,2060,1139,356,287,988,349,284,740,360,76,14,11,28,30,6,7,1,1,2,2,2,0,1,1,0,3708,1972,1560,1917,0,0,0,0,0,0
SAMP_0166,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,2,24,1,210,91,0,0,2758,3629,2257,1308,1823,981,1088,586,718,553,744,1342,178,912,783,204,1029,922,547,595,0,0,0,0,0,0
SAMP_0167,349,292,832,541,131,53,106,217,36,78,5288,1979,1695,1506,1870,2548,1757,1124,801,2261,896,603,2033,1328,151,37,25,63,77,13,7,4,3,0,3,3,1,3,7,1,1050,1197,994,893,169,0,0,0,0,0
SAMP_0168,1744,1257,1271,1608,542,507,580,670,179,243,3926,940,368,623,299,1000,513,589,360,505,256,295,768,436,41,14,9,15,41,4,1,0,1,0,1,1,1,1,4,0,1111,442,1131,957,0,0,0,0,0,0
SAMP_0169,2953,1513,2023,988,803,443,1183,1125,280,628,709,340,121,73,65,385,221,57,64,126,69,122,120,128,16,4,7,4,6,1,0,0,1,0,0,0,0,0,1,0,386,879,533,611,0,0,0,0,0,0
SAMP_0170,1,1,14,2,2,1,1,2,0,1,1551,1495,941,447,1438,442,423,1586,660,1128,1251,1573,133,458,373,204,69,234,237,39,24,27,15,7,10,15,1,9,37,4,435,403,396,400,22,0,0,0,0,0
SAMP_0171,0,0,1,0,0,0,0,0,1,0,154,908,509,40,142,57,27,675,813,255,1994,1874,2,12,2295,1401,800,1196,1006,478,241,214,159,65,150,279,27,67,271,25,603,721,550,689,0,0,0,0,18,0
SAMP_0172,8905,5006,10347,5861,3598,2941,2439,3840,2065,1649,2246,895,264,131,189,841,271,124,130,438,219,399,250,273,21,8,9,17,25,5,5,0,0,0,0,2,0,2,9,0,2208,1750,1740,2078,0,0,0,0,0,0
SAMP_0173,35,18,67,63,11,3,11,5,1,1,3195,2169,1239,999,1106,930,906,1032,956,1523,617,1543,735,1136,221,98,36,74,128,19,14,5,3,2,8,20,0,5,15,1,555,327,267,357,0,0,0,0,0,0
SAMP_0174,2446,2201,3165,3028,1515,1193,1572,1597,365,907,3702,1489,1674,875,858,2024,1423,857,511,1596,419,652,1450,1089,76,16,22,60,55,3,3,3,3,1,2,3,1,2,8,0,1222,2041,1450,1488,0,0,0,0,0,0
SAMP_0175,2,9,21,12,0,1,2,2,0,0,3172,1664,1570,772,745,969,270,1627,974,1551,1470,1423,294,738,266,135,83,110,189,33,16,17,14,4,11,18,5,8,27,2,680,694,235,384,0,0,0,0,0,0
SAMP_0176,2562,1356,1580,1501,708,459,1115,811,210,747,1808,849,277,602,545,1195,764,200,203,629,339,263,796,485,28,12,13,28,23,6,4,1,0,0,0,1,0,0,4,0,711,1034,603,551,0,0,0,0,0,0
SAMP_0177,0,0,1,0,0,0,0,0,0,0,268,1056,1004,82,295,138,108,929,585,420,1987,2200,9,47,1652,508,679,775,1580,308,221,82,125,31,110,289,16,91,189,12,639,1017,999,764,0,0,0,0,0,0
SAMP_0178,146,41,128,112,14,10,34,41,4,15,1515,1473,1061,1409,911,967,1195,423,817,1944,483,893,972,1124,174,46,23,54,76,8,11,5,2,2,2,15,2,3,15,1,578,399,254,351,0,0,0,0,0,0
SAMP_0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,1047,1176,1229,2033,1063,1280,367,1053,962,891,637,999,1025,1405,916,570,771,577,394,0,0,0,0,0,0
SAMP_0180,1822,1503,1853,1873,800,475,965,693,359,367,1546,672,205,427,291,1058,480,106,127,494,219,294,468,378,22,7,8,14,12,2,2,1,2,1,0,1,0,2,0,0,293,843,759,575,0,0,0,0,0,0
SAMP_0181,1070,581,1127,799,287,160,345,228,78,80,2929,2254,1500,644,1577,2734,2115,469,504,1371,796,929,1812,1253,78,31,24,40,48,6,10,11,3,4,0,8,2,1,12,0,1293,605,617,910,0,0,0,0,0,0
SAMP_0182,1644,842,846,828,618,352,297,543,160,133,414,233,147,124,140,564,181,120,70,192,76,114,184,148,15,7,2,4,5,0,0,0,0,0,0,1,0,0,0,0,360,435,357,383,0,0,0,0,0,0
SAMP_0183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,8876,6396,6436,4692,3484,5222,3716,2322,3663,2839,1991,3475,1483,2421,3918,1287,1700,1401,1564,886,0,0,0,0,0,0
SAMP_0184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,3932,1714,1936,2409,2523,1666,1797,1538,1746,1641,907,1685,569,1436,1399,697,941,1203,594,674,0,0,0,26,0,0
SAMP_0185,523,562,819,580,233,132,343,278,89,137,1054,794,209,197,164,757,275,195,116,299,122,105,281,187,16,8,2,13,9,6,4,2,0,0,0,2,1,0,1,1,254,442,259,335,40,0,0,0,0,0
SAMP_0186,0,0,0,0,0,1,0,0,0,0,535,1749,1099,217,310,188,127,968,1056,653,2435,1119,10,62,2024,793,408,672,1183,239,197,55,78,29,63,170,9,53,164,6,665,585,586,564,0,0,0,0,0,100
SAMP_0187,0,0,0,1,0,0,0,0,0,0,239,436,755,22,105,60,17,688,1118,316,2080,1807,0,6,2878,1066,1356,1479,1678,637,695,249,311,115,378,420,39,166,646,32,1472,848,1312,1081,0,0,0,0,0,0
SAMP_0188,8,1,14,8,1,1,0,1,0,0,1241,1040,1591,661,611,538,403,839,620,842,693,700,177,407,181,110,66,139,90,16,10,5,8,1,10,29,3,7,26,0,432,469,296,306,0,15,0,0,0,0
SAMP_0189,2,2,6,6,0,1,3,1,0,0,903,623,1261,242,446,419,251,639,317,383,603,614,145,336,106,59,42,50,140,7,6,2,7,3,3,15,2,3,12,0,300,224,162,236,0,0,0,0,0,0
SAMP_0190,1430,1337,1817,1249,440,522,632,485,230,341,2165,1071,708,489,616,1889,874,504,333,526,274,486,913,608,46,10,3,22,21,3,2,0,2,0,1,3,0,2,4,1,729,628,701,597,0,0,0,0,0,0
SAMP_0191,3392,4385,3510,2231,1252,894,957,1485,600,640,2419,617,344,275,335,937,555,158,151,328,219,233,375,201,24,13,3,25,20,5,2,3,0,1,0,1,0,1,2,0,757,1169,815,1005,0,0,0,0,0,0
SAMP_0192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1553,1977,2029,1367,1638,1293,1058,1255,1274,1256,735,1092,607,653,553,595,609,585,534,295,0,0,0,0,0,0
SAMP_0193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,4173,2700,5155,2526,3738,2130,2548,1600,1696,2255,1314,2236,1408,1605,1159,658,824,752,1083,938,0,0,0,0,0,0
SAMP_0194,3,0,7,5,1,0,0,1,0,0,1952,2444,2237,567,1703,860,402,1786,1318,1502,2532,2778,90,194,1475,325,318,275,810,93,58,34,33,7,24,115,4,32,58,5,581,949,451,907,0,0,0,0,0,0
SAMP_0195,251,142,251,143,51,28,131,61,18,44,2163,722,648,521,718,1054,1082,337,365,616,112,335,985,747,41,20,14,13,24,3,1,2,0,1,5,2,0,0,2,0,476,549,207,252,0,0,0,0,0,0
SAMP_0196,38,32,84,47,9,2,13,20,7,8,1501,945,694,1088,655,645,658,728,574,1123,400,531,589,498,101,26,16,26,40,11,2,1,2,3,2,5,1,1,2,0,408,195,176,174,0,0,0,0,0,25
SAMP_0197,0,0,0,0,0,0,0,0,0,0,12,204,129,2,13,4,1,208,255,40,1261,721,0,1,2741,1659,696,887,1283,538,416,249,410,172,418,365,42,243,471,38,641,721,555,463,116,0,0,25,0,0
SAMP_0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2351,5080,3054,1840,2123,2715,3595,2002,2533,1890,972,1870,957,2161,1105,1142,693,1264,514,512,0,0,0,0,0,0
SAMP_0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1783,1514,1639,1258,1354,1066,1019,422,1163,630,455,908,557,519,354,399,566,542,361,287,0,0,0,0,0,0
SAMP_0200,0,0,0,0,0,0,0,0,0,0,7,59,29,0,5,2,0,42,84,6,300,340,0,0,914,791,707,623,684,441,267,161,210,116,165,337,52,240,409,19,527,440,265,301,0,0,0,0,0,0
SAMP_0201,14,5,15,5,0,2,3,0,0,3,2127,1712,1737,759,1268,585,716,1060,697,1062,1332,2521,195,626,316,82,45,77,120,26,12,9,6,2,6,26,0,7,33,2,328,336,431,316,0,0,0,0,0,0
SAMP_0202,3657,1657,2184,1873,1145,798,1255,1052,483,964,1001,442,195,193,140,711,358,129,213,307,155,133,241,201,18,3,8,8,8,2,2,1,0,0,0,0,0,0,2,0,1127,926,788,811,0,0,0,0,0,0
SAMP_0203,2828,1961,1372,2380,849,746,754,1119,354,402,1372,686,304,254,484,1498,348,356,191,657,193,308,466,257,33,12,11,14,5,4,1,0,3,1,2,1,1,0,2,0,917,724,589,627,0,0,0,0,0,0
SAMP_0204,0,0,0,0,0,0,0,0,0,0,2,45,17,0,0,0,0,29,89,3,896,469,0,0,15737,10094,8578,7280,14490,7613,4309,2918,2980,3330,3022,4299,871,3931,3057,588,3255,3770,2789,3238,0,0,0,0,0,0
SAMP_0205,10,4,15,10,0,0,6,0,0,1,1962,2242,2552,1073,1666,681,770,1553,1076,2501,1245,986,238,669,354,140,85,199,196,56,40,19,7,7,13,25,2,6,44,0,605,587,431,741,0,0,0,0,0,0
SAMP_0206,1033,1414,1617,1322,998,608,1056,1014,558,562,700,275,78,64,59,290,82,65,42,118,25,100,105,46,10,5,1,6,17,1,1,0,1,0,0,1,0,0,0,0,487,723,392,394,0,85,0,0,0,0
SAMP_0207,1638,888,1352,1684,730,419,535,956,248,518,1035,415,196,103,127,569,257,105,56,318,75,139,209,175,11,5,3,7,16,2,0,2,0,1,1,0,0,0,2,0,584,726,559,572,0,0,0,0,0,0
SAMP_0208,0,0,3,0,0,0,0,0,0,0,458,2309,2539,187,633,359,118,1567,2309,820,4308,5392,6,63,4200,1896,1091,2696,2974,628,507,159,199,103,151,458,43,182,337,46,1782,1442,1522,1408,0,0,0,0,0,0
SAMP_0209,2743,2023,2345,1721,983,1525,1349,780,721,842,587,392,144,96,130,479,132,73,121,296,79,92,125,39,10,2,2,6,0,2,1,0,0,0,0,0,0,0,0,0,897,608,532,634,0,0,0,0,0,0
SAMP_0210,1989,1561,2097,1340,843,594,987,928,224,479,1978,519,575,265,167,989,456,304,264,675,127,217,579,406,41,9,11,9,25,4,0,0,0,0,0,4,0,1,1,1,994,699,493,795,0,0,0,0,0,0
SAMP_0211,7,8,17,14,2,0,3,5,0,4,1425,1437,1185,421,537,547,532,764,303,1115,558,788,266,259,92,72,36,67,60,19,7,6,6,0,1,14,0,3,16,2,329,193,263,201,36,0,0,0,0,0
SAMP_0212,2,3,4,3,1,0,0,0,1,0,1603,1277,2212,564,814,517,354,2074,939,902,1726,1578,80,399,569,234,70,246,456,109,40,14,30,4,18,20,11,14,32,1,710,786,440,413,0,0,0,0,0,0
SAMP_0213,8,2,10,5,2,0,1,0,0,0,1643,1672,1502,631,937,568,562,1518,1754,754,1037,1550,149,314,305,165,91,165,220,60,37,11,15,5,12,24,2,10,31,0,484,461,422,453,0,0,52,0,0,0
SAMP_0214,2420,1212,2414,2019,891,439,799,590,286,498,3229,1346,341,383,444,1553,609,503,342,951,249,358,775,801,41,14,7,26,20,7,3,3,1,1,0,1,1,3,0,0,1072,908,745,371,0,0,0,0,0,0
SAMP_0215,0,0,0,0,0,0,0,0,0,0,219,353,643,63,140,64,34,469,311,346,772,791,4,48,449,382,208,255,304,53,52,29,18,18,26,43,13,12,55,9,399,133,145,208,26,0,0,0,0,0
SAMP_0216,1936,2564,2407,710,410,322,627,463,151,508,3024,1692,834,787,696,1331,802,451,618,1237,381,459,1020,801,28,31,3,21,42,3,4,1,1,2,3,4,0,2,1,0,1192,1212,862,1155,0,0,0,0,0,0
SAMP_0217,1465,962,2560,1575,356,224,788,527,98,229,5032,1606,2483,1369,942,2707,2405,842,761,2022,452,845,2230,1570,163,42,28,43,81,4,4,2,3,0,6,12,3,4,13,0,2012,1196,769,1232,0,0,0,0,0,0
SAMP_0218,0,0,0,0,0,0,0,0,0,0,39,259,146,5,33,4,1,330,463,83,1039,1018,0,1,1875,1331,1599,1258,1748,876,462,379,187,191,410,565,105,222,560,49,638,606,320,920,0,0,0,0,0,0
SAMP_0219,1,0,1,1,0,0,0,0,0,0,563,1006,1101,165,454,218,165,821,987,445,751,1571,26,107,390,267,174,341,473,80,57,29,32,18,23,70,6,31,94,1,493,712,212,333,0,0,0,0,0,0
SAMP_0220,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,20,2,235,102,0,0,3328,4118,3742,2572,2709,1731,2533,1258,1737,1050,1236,2176,342,2112,926,376,557,1031,760,958,0,0,50,0,0,0
SAMP_0221,0,0,1,0,0,0,0,0,0,0,209,430,701,36,97,82,23,549,562,306,1511,1405,1,21,907,607,348,770,718,190,147,104,91,53,52,109,11,90,153,14,537,309,381,473,0,0,0,0,0,0
SAMP_0222,25,18,80,26,1,2,4,6,3,4,3694,4098,2987,2388,1779,1689,1493,1802,1920,3086,1720,2209,1002,1379,567,123,69,265,246,33,34,11,9,10,19,41,1,9,42,0,749,872,857,641,179,126,0,0,0,0
SAMP_0223,2613,3862,4302,3994,1888,2053,1579,1653,868,1258,2099,1260,544,417,512,1163,638,331,311,945,93,352,428,437,48,9,10,26,27,10,2,0,1,0,0,1,0,1,1,1,1655,3057,879,1231,0,0,0,0,0,0
