sample_id,true_pmi_days,ambient_temp_c,humidity_pct,accumulated_degree_days,sample_site,decomposition_stage
SAMP_0384,20.99,12.0,86.8,251.93,oral_cavity,Active Decay
SAMP_0385,13.28,18.0,71.2,239.09,oral_cavity,Active Decay
SAMP_0386,16.27,25.8,84.9,419.76,soil_interface,Advanced Decay
SAMP_0387,3.31,22.6,48.4,74.88,soil_interface,Bloat
SAMP_0388,1.95,17.9,71.3,34.96,oral_cavity,Fresh
SAMP_0389,13.89,19.5,78.6,270.81,soil_interface,Active Decay
SAMP_0390,16.44,14.4,53.6,236.77,skin_surface,Active Decay
SAMP_0391,30.0,21.6,77.0,648.0,skin_surface,Dry Remains
SAMP_0392,5.32,30.8,78.9,163.88,oral_cavity,Active Decay
SAMP_0393,4.65,25.2,81.6,117.24,skin_surface,Bloat
SAMP_0394,14.98,30.8,55.6,461.37,oral_cavity,Advanced Decay
SAMP_0395,4.17,25.5,74.1,106.27,skin_surface,Bloat
SAMP_0396,26.7,26.1,55.2,696.91,oral_cavity,Dry Remains
SAMP_0397,19.55,29.9,77.0,584.5,skin_surface,Advanced Decay
SAMP_0398,5.6,23.5,63.1,131.68,oral_cavity,Bloat
SAMP_0399,13.9,21.3,69.9,296.02,oral_cavity,Active Decay
SAMP_0400,14.05,26.1,60.8,366.61,oral_cavity,Advanced Decay
SAMP_0401,1.09,27.8,48.1,30.26,oral_cavity,Fresh
SAMP_0402,23.28,20.1,48.9,468.02,skin_surface,Advanced Decay
SAMP_0403,7.04,19.1,43.9,134.41,oral_cavity,Bloat
SAMP_0404,17.51,22.6,70.9,395.8,soil_interface,Advanced Decay
SAMP_0405,3.86,25.3,82.4,97.59,skin_surface,Bloat
SAMP_0406,22.59,25.2,41.0,569.22,skin_surface,Advanced Decay
SAMP_0407,4.93,16.3,43.3,80.36,oral_cavity,Bloat
SAMP_0408,0.11,29.6,62.9,3.23,skin_surface,Fresh
SAMP_0409,23.58,19.4,76.9,457.43,oral_cavity,Advanced Decay
SAMP_0410,0.96,20.9,47.9,20.01,skin_surface,Fresh
SAMP_0411,3.85,18.4,53.6,70.78,oral_cavity,Bloat
SAMP_0412,29.97,32.0,51.6,959.03,skin_surface,Dry Remains
SAMP_0413,30.0,23.0,60.0,690.0,oral_cavity,Dry Remains
SAMP_0414,8.52,18.6,51.2,158.47,soil_interface,Active Decay
SAMP_0415,9.99,25.5,57.6,254.8,oral_cavity,Active Decay
SAMP_0416,5.95,25.1,76.4,149.35,oral_cavity,Bloat
SAMP_0417,3.47,21.2,70.6,73.57,skin_surface,Bloat
SAMP_0418,3.98,25.4,44.1,101.22,soil_interface,Bloat
SAMP_0419,11.16,18.7,71.9,208.75,skin_surface,Active Decay
SAMP_0420,13.96,20.0,63.9,279.17,oral_cavity,Active Decay
SAMP_0421,15.68,14.0,86.7,219.55,skin_surface,Active Decay
SAMP_0422,15.59,16.7,54.5,260.32,soil_interface,Active Decay
SAMP_0423,0.96,29.2,76.3,27.93,oral_cavity,Fresh
SAMP_0424,6.82,28.6,76.5,195.07,oral_cavity,Active Decay
SAMP_0425,0.59,22.3,51.1,13.22,soil_interface,Fresh
SAMP_0426,7.97,28.7,85.2,228.87,soil_interface,Active Decay
SAMP_0427,5.83,21.4,64.6,124.67,skin_surface,Bloat
SAMP_0428,21.87,21.0,73.9,459.19,soil_interface,Advanced Decay
SAMP_0429,4.32,22.2,47.3,95.95,oral_cavity,Bloat
SAMP_0430,1.25,21.5,52.9,26.77,skin_surface,Fresh
SAMP_0431,1.54,21.1,69.3,32.56,skin_surface,Fresh
SAMP_0432,14.33,26.6,56.0,381.29,skin_surface,Advanced Decay
SAMP_0433,9.63,22.6,65.0,217.62,skin_surface,Active Decay
SAMP_0434,1.07,24.8,58.7,26.44,soil_interface,Fresh
SAMP_0435,0.88,26.1,72.0,22.93,oral_cavity,Fresh
SAMP_0436,12.07,23.6,64.4,284.9,oral_cavity,Active Decay
SAMP_0437,0.76,18.1,40.2,13.67,oral_cavity,Fresh
SAMP_0438,17.25,16.6,72.5,286.38,skin_surface,Active Decay
SAMP_0439,12.25,22.6,61.1,276.85,oral_cavity,Active Decay
SAMP_0440,0.85,21.3,57.1,18.07,soil_interface,Fresh
SAMP_0441,0.89,22.3,44.7,19.77,oral_cavity,Fresh
SAMP_0442,30.0,21.9,51.0,657.0,oral_cavity,Dry Remains
SAMP_0443,4.69,32.0,51.2,150.03,skin_surface,Active Decay
SAMP_0444,4.63,16.7,86.8,77.33,skin_surface,Bloat
SAMP_0445,16.76,14.0,61.6,234.58,oral_cavity,Active Decay
SAMP_0446,29.42,23.3,42.1,685.52,skin_surface,Dry Remains
SAMP_0447,30.0,20.5,46.9,615.0,skin_surface,Dry Remains
SAMP_0448,14.0,23.3,44.0,326.18,oral_cavity,Active Decay
SAMP_0449,4.72,24.3,69.4,114.7,oral_cavity,Bloat
SAMP_0450,0.87,27.1,49.3,23.63,skin_surface,Fresh
SAMP_0451,15.01,16.0,64.9,240.2,oral_cavity,Active Decay
SAMP_0452,8.17,19.8,58.5,161.84,soil_interface,Active Decay
SAMP_0453,5.52,23.7,80.2,130.83,skin_surface,Bloat
SAMP_0454,23.68,25.1,56.0,594.43,oral_cavity,Advanced Decay
SAMP_0455,1.18,30.8,62.9,36.31,oral_cavity,Bloat
SAMP_0456,6.79,25.8,76.1,175.05,oral_cavity,Active Decay
SAMP_0457,0.11,21.8,61.7,2.49,skin_surface,Fresh
SAMP_0458,6.32,18.4,79.7,116.35,skin_surface,Bloat
SAMP_0459,0.58,19.7,73.1,11.42,skin_surface,Fresh
SAMP_0460,1.26,19.6,60.5,24.79,oral_cavity,Fresh
SAMP_0461,1.25,24.6,65.2,30.76,oral_cavity,Fresh
SAMP_0462,10.48,23.0,88.4,240.94,oral_cavity,Active Decay
SAMP_0463,13.71,16.7,73.1,228.89,oral_cavity,Active Decay
SAMP_0464,8.76,20.3,85.2,177.74,skin_surface,Active Decay
SAMP_0465,30.0,25.5,48.9,765.0,soil_interface,Dry Remains
SAMP_0466,4.7,23.4,64.2,109.93,skin_surface,Bloat
SAMP_0467,3.36,24.3,85.4,81.76,skin_surface,Bloat
SAMP_0468,20.3,23.5,56.1,476.93,oral_cavity,Advanced Decay
SAMP_0469,2.53,28.5,88.4,72.13,oral_cavity,Bloat
SAMP_0470,30.0,22.9,44.9,687.0,oral_cavity,Dry Remains
SAMP_0471,0.12,20.5,85.1,2.51,oral_cavity,Fresh
SAMP_0472,30.0,18.3,62.3,549.0,skin_surface,Advanced Decay
SAMP_0473,0.44,23.0,43.7,10.15,oral_cavity,Fresh
SAMP_0474,22.18,12.2,84.0,270.56,soil_interface,Active Decay
SAMP_0475,7.5,21.3,52.6,159.78,soil_interface,Active Decay
SAMP_0476,30.0,21.2,41.1,636.0,oral_cavity,Dry Remains
SAMP_0477,0.77,16.5,46.8,12.65,skin_surface,Fresh
SAMP_0478,8.07,18.3,73.0,147.7,skin_surface,Bloat
SAMP_0479,30.0,25.2,88.9,756.0,oral_cavity,Dry Remains
SAMP_0480,7.4,22.9,45.6,169.56,soil_interface,Active Decay
SAMP_0481,9.93,22.4,63.1,222.35,oral_cavity,Active Decay
SAMP_0482,11.9,23.2,49.0,276.06,skin_surface,Active Decay
SAMP_0483,6.06,22.4,77.3,135.77,oral_cavity,Bloat
SAMP_0484,9.88,27.0,45.9,266.67,oral_cavity,Active Decay
SAMP_0485,8.78,22.5,52.0,197.51,skin_surface,Active Decay
SAMP_0486,23.14,16.2,49.8,374.91,soil_interface,Advanced Decay
SAMP_0487,0.47,28.5,67.6,13.26,oral_cavity,Fresh
SAMP_0488,3.3,23.5,83.7,77.51,oral_cavity,Bloat
SAMP_0489,30.0,19.6,65.6,588.0,skin_surface,Advanced Decay
SAMP_0490,22.1,17.0,42.9,375.64,oral_cavity,Advanced Decay
SAMP_0491,6.08,23.6,68.2,143.53,skin_surface,Bloat
SAMP_0492,9.68,21.5,79.9,208.11,skin_surface,Active Decay
SAMP_0493,3.25,28.3,46.6,91.94,soil_interface,Bloat
SAMP_0494,2.08,20.6,43.6,42.93,skin_surface,Bloat
SAMP_0495,6.23,18.7,49.4,116.51,soil_interface,Bloat
SAMP_0496,4.36,25.6,77.3,111.6,skin_surface,Bloat
SAMP_0497,8.76,25.7,69.6,225.19,soil_interface,Active Decay
SAMP_0498,0.81,22.7,67.0,18.37,oral_cavity,Fresh
SAMP_0499,30.0,24.7,52.5,741.0,skin_surface,Dry Remains
SAMP_0500,30.0,21.8,56.6,654.0,soil_interface,Dry Remains
SAMP_0501,11.98,22.9,88.3,274.31,skin_surface,Active Decay
SAMP_0502,7.68,26.7,52.0,205.08,soil_interface,Active Decay
SAMP_0503,3.7,24.5,85.1,90.74,oral_cavity,Bloat
SAMP_0504,16.81,21.3,69.0,358.03,soil_interface,Advanced Decay
SAMP_0505,11.54,27.4,46.2,316.29,skin_surface,Active Decay
SAMP_0506,1.77,12.5,63.4,22.18,oral_cavity,Fresh
SAMP_0507,24.18,30.2,87.4,730.33,oral_cavity,Dry Remains
SAMP_0508,17.29,15.2,60.9,262.81,oral_cavity,Active Decay
SAMP_0509,29.92,19.5,83.2,583.39,soil_interface,Advanced Decay
SAMP_0510,12.94,21.8,52.8,282.01,skin_surface,Active Decay
SAMP_0511,9.5,21.4,68.5,203.39,soil_interface,Active Decay
SAMP_0512,5.42,26.0,82.2,140.84,skin_surface,Bloat
SAMP_0513,26.99,17.8,86.0,480.43,soil_interface,Advanced Decay
SAMP_0514,20.1,23.0,64.3,462.39,skin_surface,Advanced Decay
SAMP_0515,0.46,19.7,72.0,9.12,oral_cavity,Fresh
SAMP_0516,0.27,23.2,40.1,6.2,oral_cavity,Fresh
SAMP_0517,4.72,21.7,52.7,102.5,soil_interface,Bloat
SAMP_0518,16.64,22.4,53.9,372.66,oral_cavity,Advanced Decay
SAMP_0519,30.0,19.8,44.7,594.0,oral_cavity,Advanced Decay
SAMP_0520,1.63,20.0,54.0,32.6,oral_cavity,Fresh
SAMP_0521,9.02,23.1,56.1,208.3,oral_cavity,Active Decay
SAMP_0522,4.79,25.8,88.4,123.7,soil_interface,Bloat
SAMP_0523,30.0,19.6,73.4,588.0,skin_surface,Advanced Decay
SAMP_0524,18.46,18.5,61.3,341.49,skin_surface,Active Decay
SAMP_0525,18.22,24.5,89.4,446.44,soil_interface,Advanced Decay
SAMP_0526,6.32,21.9,47.7,138.5,skin_surface,Bloat
SAMP_0527,5.36,25.3,63.8,135.57,soil_interface,Bloat
SAMP_0528,3.19,18.4,72.4,58.77,oral_cavity,Bloat
SAMP_0529,0.58,14.9,42.8,8.65,soil_interface,Fresh
SAMP_0530,20.0,19.9,75.8,398.08,oral_cavity,Advanced Decay
SAMP_0531,16.76,18.9,45.0,316.79,skin_surface,Active Decay
SAMP_0532,30.0,21.7,47.0,651.0,skin_surface,Dry Remains
SAMP_0533,30.0,19.5,48.0,585.0,oral_cavity,Advanced Decay
SAMP_0534,8.11,25.0,86.4,202.66,oral_cavity,Active Decay
SAMP_0535,14.65,20.8,74.2,304.78,oral_cavity,Active Decay
SAMP_0536,28.96,22.6,72.8,654.53,oral_cavity,Dry Remains
SAMP_0537,18.95,22.6,67.8,428.22,skin_surface,Advanced Decay
SAMP_0538,2.84,22.8,54.6,64.79,soil_interface,Bloat
SAMP_0539,5.99,21.9,71.0,131.14,skin_surface,Bloat
SAMP_0540,1.38,24.0,60.5,33.19,skin_surface,Fresh
SAMP_0541,30.0,18.8,47.3,564.0,oral_cavity,Advanced Decay
SAMP_0542,9.32,27.6,74.5,257.19,oral_cavity,Active Decay
SAMP_0543,2.6,21.1,46.5,54.78,skin_surface,Bloat
SAMP_0544,11.14,16.8,49.5,187.12,soil_interface,Active Decay
SAMP_0545,9.63,22.8,80.9,219.49,soil_interface,Active Decay
SAMP_0546,4.43,18.6,73.0,82.48,oral_cavity,Bloat
SAMP_0547,1.21,24.7,71.5,29.77,skin_surface,Fresh
SAMP_0548,11.13,30.8,60.9,342.94,skin_surface,Active Decay
SAMP_0549,7.35,18.9,59.8,138.84,skin_surface,Bloat
SAMP_0550,14.8,23.3,74.5,344.8,skin_surface,Active Decay
SAMP_0551,7.34,15.0,77.0,110.15,skin_surface,Bloat
SAMP_0552,19.12,23.8,65.5,455.0,oral_cavity,Advanced Decay
SAMP_0553,8.03,18.5,88.5,148.51,soil_interface,Bloat
SAMP_0554,8.23,19.5,87.8,160.51,oral_cavity,Active Decay
SAMP_0555,20.93,17.6,60.6,368.33,skin_surface,Advanced Decay
SAMP_0556,5.17,24.9,81.0,128.65,soil_interface,Bloat
SAMP_0557,1.44,26.0,67.2,37.41,skin_surface,Bloat
SAMP_0558,0.29,22.1,65.6,6.45,oral_cavity,Fresh
SAMP_0559,14.07,18.5,42.7,260.31,oral_cavity,Active Decay
SAMP_0560,9.68,28.4,68.7,275.03,skin_surface,Active Decay
SAMP_0561,12.18,19.0,85.0,231.36,oral_cavity,Active Decay
SAMP_0562,2.39,13.4,79.0,32.09,skin_surface,Fresh
SAMP_0563,1.47,23.8,79.3,34.89,oral_cavity,Fresh
SAMP_0564,0.15,17.6,48.0,2.58,soil_interface,Fresh
SAMP_0565,4.32,26.0,57.9,112.24,oral_cavity,Bloat
SAMP_0566,8.91,20.5,51.7,182.74,skin_surface,Active Decay
SAMP_0567,4.98,24.4,55.8,121.51,skin_surface,Bloat
SAMP_0568,5.75,27.6,69.0,158.79,skin_surface,Active Decay
SAMP_0569,23.45,17.2,58.2,403.35,oral_cavity,Advanced Decay
SAMP_0570,4.28,19.7,68.0,84.34,skin_surface,Bloat
SAMP_0571,7.22,21.7,61.9,156.57,skin_surface,Active Decay
SAMP_0572,15.31,28.2,54.3,431.71,oral_cavity,Advanced Decay
SAMP_0573,5.05,19.4,44.8,97.99,soil_interface,Bloat
SAMP_0574,9.73,19.6,84.6,190.73,soil_interface,Active Decay
SAMP_0575,19.83,23.9,40.6,473.97,oral_cavity,Advanced Decay
SAMP_0576,29.86,19.7,40.1,588.28,skin_surface,Advanced Decay
SAMP_0577,1.59,22.6,81.3,35.95,skin_surface,Bloat
SAMP_0578,26.12,15.8,89.8,412.64,oral_cavity,Advanced Decay
SAMP_0579,6.78,30.9,76.4,209.35,oral_cavity,Active Decay
SAMP_0580,2.99,16.6,40.8,49.59,soil_interface,Bloat
SAMP_0581,6.15,20.7,51.3,127.22,skin_surface,Bloat
SAMP_0582,30.0,21.9,88.6,657.0,soil_interface,Dry Remains
SAMP_0583,6.78,29.7,80.4,201.51,skin_surface,Active Decay
SAMP_0584,3.99,16.7,68.3,66.57,oral_cavity,Bloat
SAMP_0585,10.03,29.9,51.8,300.04,oral_cavity,Active Decay
SAMP_0586,2.75,25.0,40.7,68.66,skin_surface,Bloat
SAMP_0587,0.79,23.7,41.0,18.7,skin_surface,Fresh
SAMP_0588,1.38,18.1,70.6,24.97,oral_cavity,Fresh
SAMP_0589,1.37,24.3,41.1,33.3,skin_surface,Fresh
SAMP_0590,1.65,19.1,89.7,31.47,soil_interface,Fresh
SAMP_0591,1.49,27.1,49.2,40.5,skin_surface,Bloat
SAMP_0592,10.24,18.1,75.5,185.36,oral_cavity,Active Decay
SAMP_0593,2.01,21.5,47.8,43.16,oral_cavity,Bloat
SAMP_0594,4.24,19.8,67.0,83.98,soil_interface,Bloat
SAMP_0595,22.71,18.0,44.0,408.78,soil_interface,Advanced Decay
SAMP_0596,6.42,25.0,78.3,160.6,oral_cavity,Active Decay
SAMP_0597,11.01,24.1,69.2,265.41,soil_interface,Active Decay
SAMP_0598,1.89,26.8,44.3,50.69,oral_cavity,Bloat
SAMP_0599,2.14,14.9,82.4,31.82,oral_cavity,Fresh
SAMP_0600,0.42,26.3,67.4,10.97,oral_cavity,Fresh
SAMP_0601,1.85,32.0,86.1,59.22,oral_cavity,Bloat
SAMP_0602,3.27,20.2,85.8,65.96,soil_interface,Bloat
SAMP_0603,1.95,29.6,86.0,57.66,skin_surface,Bloat
SAMP_0604,0.93,20.9,43.9,19.41,oral_cavity,Fresh
SAMP_0605,1.29,16.5,46.0,21.21,soil_interface,Fresh
SAMP_0606,6.18,20.8,89.4,128.47,soil_interface,Bloat
SAMP_0607,2.31,26.2,64.4,60.55,oral_cavity,Bloat
SAMP_0608,4.53,18.6,51.9,84.25,skin_surface,Bloat
SAMP_0609,7.0,19.6,78.5,137.2,skin_surface,Bloat
SAMP_0610,11.72,24.4,53.2,286.08,skin_surface,Active Decay
SAMP_0611,0.4,22.0,76.4,8.82,skin_surface,Fresh
SAMP_0612,16.06,24.3,81.9,390.38,oral_cavity,Advanced Decay
SAMP_0613,9.89,23.0,79.2,227.38,oral_cavity,Active Decay
SAMP_0614,0.85,23.9,53.7,20.39,soil_interface,Fresh
SAMP_0615,20.68,20.3,60.1,419.83,soil_interface,Advanced Decay
SAMP_0616,25.37,22.9,60.7,580.9,oral_cavity,Advanced Decay
SAMP_0617,0.63,18.3,64.6,11.53,oral_cavity,Fresh
SAMP_0618,3.24,27.2,48.4,88.18,soil_interface,Bloat
SAMP_0619,16.41,19.5,62.6,319.98,oral_cavity,Active Decay
SAMP_0620,13.79,26.5,65.5,365.53,oral_cavity,Advanced Decay
SAMP_0621,2.04,21.1,66.6,43.04,oral_cavity,Bloat
SAMP_0622,2.35,22.8,81.0,53.56,skin_surface,Bloat
SAMP_0623,4.63,20.0,65.9,92.56,oral_cavity,Bloat
SAMP_0624,6.63,17.9,51.5,118.62,skin_surface,Bloat
SAMP_0625,9.63,15.0,73.2,144.45,oral_cavity,Bloat
SAMP_0626,4.6,17.8,79.9,81.94,soil_interface,Bloat
SAMP_0627,6.21,20.7,56.0,128.52,soil_interface,Bloat
SAMP_0628,13.76,22.8,72.3,313.78,soil_interface,Active Decay
SAMP_0629,0.37,26.0,47.3,9.72,soil_interface,Fresh
SAMP_0630,2.91,20.2,57.1,58.77,skin_surface,Bloat
SAMP_0631,12.49,18.5,85.5,231.16,oral_cavity,Active Decay
SAMP_0632,22.56,16.2,85.6,365.43,oral_cavity,Advanced Decay
SAMP_0633,7.17,23.9,68.8,171.31,oral_cavity,Active Decay
SAMP_0634,7.6,27.5,75.1,208.87,oral_cavity,Active Decay
SAMP_0635,1.13,27.1,82.7,30.72,skin_surface,Fresh
SAMP_0636,5.93,24.8,87.9,147.1,soil_interface,Bloat
SAMP_0637,7.61,24.6,64.5,187.11,skin_surface,Active Decay
SAMP_0638,2.78,28.8,68.1,79.98,skin_surface,Bloat
SAMP_0639,3.14,23.3,60.8,73.09,skin_surface,Bloat
SAMP_0640,4.74,24.6,43.6,116.52,oral_cavity,Bloat
SAMP_0641,0.2,20.7,61.1,4.2,soil_interface,Fresh
SAMP_0642,3.89,16.6,79.5,64.53,skin_surface,Bloat
SAMP_0643,2.38,19.3,80.2,45.85,oral_cavity,Bloat
SAMP_0644,3.97,22.0,84.6,87.28,soil_interface,Bloat
SAMP_0645,1.28,22.2,42.6,28.32,skin_surface,Fresh
SAMP_0646,22.12,29.7,66.4,656.99,skin_surface,Dry Remains
SAMP_0647,9.0,22.3,45.4,200.79,skin_surface,Active Decay
SAMP_0648,11.37,26.7,50.0,303.48,skin_surface,Active Decay
SAMP_0649,15.57,20.3,85.0,316.01,oral_cavity,Active Decay
SAMP_0650,6.9,20.8,64.8,143.53,soil_interface,Bloat
SAMP_0651,0.91,16.7,77.9,15.19,soil_interface,Fresh
SAMP_0652,7.7,19.0,43.2,146.35,skin_surface,Bloat
SAMP_0653,8.84,24.1,60.8,213.03,skin_surface,Active Decay
SAMP_0654,13.68,22.0,73.7,301.01,soil_interface,Active Decay
SAMP_0655,5.65,25.8,46.7,145.78,oral_cavity,Bloat
SAMP_0656,1.36,22.7,56.3,30.98,soil_interface,Fresh
SAMP_0657,3.34,20.6,43.2,68.76,skin_surface,Bloat
SAMP_0658,4.51,30.6,72.6,138.04,skin_surface,Bloat
SAMP_0659,10.38,21.6,88.5,224.26,skin_surface,Active Decay
SAMP_0660,8.46,26.7,81.4,225.82,skin_surface,Active Decay
SAMP_0661,4.4,20.4,88.7,89.8,oral_cavity,Bloat
SAMP_0662,30.0,24.8,82.3,744.0,skin_surface,Dry Remains
SAMP_0663,9.31,25.7,82.8,239.22,skin_surface,Active Decay
SAMP_0664,2.71,22.8,68.9,61.74,skin_surface,Bloat
SAMP_0665,1.07,12.6,65.9,13.53,oral_cavity,Fresh
SAMP_0666,1.66,22.1,60.3,36.66,skin_surface,Bloat
SAMP_0667,2.82,26.9,80.9,75.94,skin_surface,Bloat
SAMP_0668,1.75,24.1,49.1,42.21,soil_interface,Bloat
SAMP_0669,2.06,23.8,42.8,49.15,soil_interface,Bloat
SAMP_0670,3.36,15.1,87.4,50.68,soil_interface,Bloat
SAMP_0671,1.9,19.1,40.2,36.37,oral_cavity,Bloat
SAMP_0672,22.71,23.6,88.8,535.9,soil_interface,Advanced Decay
SAMP_0673,0.84,23.6,76.4,19.74,oral_cavity,Fresh
SAMP_0674,7.43,26.9,56.4,199.98,oral_cavity,Active Decay
SAMP_0675,5.28,21.4,74.9,113.06,oral_cavity,Bloat
SAMP_0676,30.0,23.6,80.9,708.0,soil_interface,Dry Remains
SAMP_0677,1.19,22.1,52.3,26.26,oral_cavity,Fresh
SAMP_0678,5.07,18.1,78.5,91.81,oral_cavity,Bloat
SAMP_0679,30.0,13.0,80.2,390.0,oral_cavity,Advanced Decay
SAMP_0680,20.06,23.7,52.5,475.48,skin_surface,Advanced Decay
SAMP_0681,16.99,22.7,42.1,385.6,soil_interface,Advanced Decay
SAMP_0682,2.98,19.5,50.2,58.16,skin_surface,Bloat
SAMP_0683,1.87,15.5,50.0,29.05,skin_surface,Fresh
SAMP_0684,11.05,24.5,43.3,270.62,oral_cavity,Active Decay
SAMP_0685,26.5,20.9,76.3,553.93,oral_cavity,Advanced Decay
SAMP_0686,8.14,24.2,59.0,196.9,oral_cavity,Active Decay
SAMP_0687,8.48,29.5,84.2,250.08,skin_surface,Active Decay
SAMP_0688,3.28,13.4,52.6,44.02,skin_surface,Bloat
SAMP_0689,14.67,19.2,62.7,281.75,oral_cavity,Active Decay
SAMP_0690,2.07,21.2,72.0,43.9,soil_interface,Bloat
SAMP_0691,3.91,27.8,83.9,108.72,soil_interface,Bloat
SAMP_0692,5.54,15.5,66.2,85.89,oral_cavity,Bloat
SAMP_0693,7.08,29.7,58.7,210.42,oral_cavity,Active Decay
SAMP_0694,2.78,22.5,83.4,62.46,skin_surface,Bloat
SAMP_0695,1.22,21.6,55.5,26.35,oral_cavity,Fresh
SAMP_0696,9.43,21.2,44.0,199.96,oral_cavity,Active Decay
SAMP_0697,3.41,20.3,62.3,69.13,oral_cavity,Bloat
SAMP_0698,8.7,26.2,79.3,228.06,soil_interface,Active Decay
SAMP_0699,1.68,17.7,41.5,29.68,skin_surface,Fresh
SAMP_0700,6.56,23.4,69.3,153.53,oral_cavity,Active Decay
SAMP_0701,7.61,20.5,69.7,155.91,oral_cavity,Active Decay
SAMP_0702,0.53,19.0,86.4,10.11,oral_cavity,Fresh
SAMP_0703,4.1,32.0,54.3,131.32,oral_cavity,Bloat
SAMP_0704,1.44,23.7,53.9,34.21,skin_surface,Fresh
SAMP_0705,0.65,24.5,62.0,16.04,soil_interface,Fresh
SAMP_0706,30.0,26.6,57.8,798.0,oral_cavity,Dry Remains
SAMP_0707,3.89,16.3,76.8,63.43,oral_cavity,Bloat
SAMP_0708,16.6,29.0,72.1,481.42,oral_cavity,Advanced Decay
SAMP_0709,2.94,12.0,77.9,35.27,oral_cavity,Bloat
SAMP_0710,11.44,18.9,81.0,216.24,soil_interface,Active Decay
SAMP_0711,14.28,20.2,86.1,288.47,oral_cavity,Active Decay
SAMP_0712,9.05,24.3,61.5,220.02,oral_cavity,Active Decay
SAMP_0713,6.38,22.9,89.2,146.07,oral_cavity,Bloat
SAMP_0714,5.31,21.3,50.8,113.05,skin_surface,Bloat
SAMP_0715,4.29,22.0,75.7,94.39,soil_interface,Bloat
SAMP_0716,26.53,18.1,66.7,480.11,oral_cavity,Advanced Decay
SAMP_0717,17.76,16.0,80.8,284.1,skin_surface,Active Decay
SAMP_0718,30.0,24.9,63.8,747.0,oral_cavity,Dry Remains
SAMP_0719,1.33,24.8,79.2,32.92,skin_surface,Fresh
SAMP_0720,13.13,28.3,86.5,371.45,skin_surface,Advanced Decay
SAMP_0721,27.86,18.8,76.6,523.79,skin_surface,Advanced Decay
SAMP_0722,2.0,24.8,78.8,49.59,skin_surface,Bloat
SAMP_0723,0.69,20.9,43.4,14.38,soil_interface,Fresh
SAMP_0724,13.51,26.8,50.2,362.17,skin_surface,Advanced Decay
SAMP_0725,8.54,26.1,88.7,223.01,skin_surface,Active Decay
SAMP_0726,18.44,22.8,74.7,420.45,skin_surface,Advanced Decay
SAMP_0727,1.51,20.6,68.1,31.01,skin_surface,Fresh
SAMP_0728,15.86,25.8,58.3,409.2,oral_cavity,Advanced Decay
SAMP_0729,2.25,24.6,42.2,55.39,oral_cavity,Bloat
SAMP_0730,1.79,19.3,58.5,34.49,oral_cavity,Fresh
SAMP_0731,1.79,16.7,64.9,29.97,skin_surface,Fresh
SAMP_0732,16.85,20.8,50.6,350.5,skin_surface,Advanced Decay
SAMP_0733,10.94,28.1,48.7,307.47,oral_cavity,Active Decay
SAMP_0734,7.4,26.6,65.4,196.94,skin_surface,Active Decay
SAMP_0735,4.44,17.6,69.3,78.23,soil_interface,Bloat
SAMP_0736,20.97,17.3,52.0,362.82,oral_cavity,Advanced Decay
SAMP_0737,4.98,27.1,69.4,135.04,oral_cavity,Bloat
SAMP_0738,16.96,17.5,85.0,296.81,soil_interface,Active Decay
SAMP_0739,5.78,24.0,63.7,138.79,skin_surface,Bloat
SAMP_0740,4.73,19.5,82.9,92.26,oral_cavity,Bloat
SAMP_0741,6.21,28.5,86.4,177.03,skin_surface,Active Decay
SAMP_0742,3.59,18.9,44.6,67.78,skin_surface,Bloat
SAMP_0743,13.77,26.6,44.8,366.22,skin_surface,Advanced Decay
SAMP_0744,6.99,22.7,63.8,158.58,skin_surface,Active Decay
SAMP_0745,2.64,23.0,69.4,60.78,skin_surface,Bloat
SAMP_0746,22.98,14.1,61.3,324.07,skin_surface,Active Decay
SAMP_0747,4.84,13.2,56.3,63.93,oral_cavity,Bloat
SAMP_0748,7.84,21.1,72.0,165.48,skin_surface,Active Decay
SAMP_0749,23.69,23.0,40.1,544.98,soil_interface,Advanced Decay
SAMP_0750,9.79,17.5,88.4,171.29,oral_cavity,Active Decay
SAMP_0751,1.24,17.6,51.6,21.88,skin_surface,Fresh
SAMP_0752,28.11,24.2,85.9,680.17,oral_cavity,Dry Remains
SAMP_0753,9.88,24.3,45.5,240.1,oral_cavity,Active Decay
SAMP_0754,4.08,21.4,51.9,87.27,soil_interface,Bloat
SAMP_0755,1.5,25.1,51.7,37.64,oral_cavity,Bloat
SAMP_0756,15.8,17.3,89.8,273.34,oral_cavity,Active Decay
SAMP_0757,9.68,20.6,40.2,199.36,skin_surface,Active Decay
SAMP_0758,7.62,28.6,72.0,218.05,skin_surface,Active Decay
SAMP_0759,22.43,22.3,83.5,500.26,skin_surface,Advanced Decay
SAMP_0760,15.54,22.5,73.6,349.65,oral_cavity,Active Decay
SAMP_0761,1.64,31.2,58.1,51.32,oral_cavity,Bloat
SAMP_0762,3.74,16.4,87.9,61.26,oral_cavity,Bloat
SAMP_0763,2.86,25.2,84.7,71.99,skin_surface,Bloat
SAMP_0764,13.62,28.7,61.7,391.0,skin_surface,Advanced Decay
SAMP_0765,0.34,20.7,68.7,7.06,skin_surface,Fresh
SAMP_0766,8.44,25.4,88.4,214.3,skin_surface,Active Decay
SAMP_0767,14.37,18.1,89.1,260.17,oral_cavity,Active Decay
